tempo,average_pitch,average_onset_strength,spectral_centroid,spectral_rolloff,zero_crossing_rate,album,track
[99.38401442],987.6383,1.1794508,1310.8069126263122,2525.8447265625,0.021468353271484376,"Stereo-Typical A's, B's & Rarities",Easter Island_preview_30s.wav
[139.67483108],1309.5549,1.3328924,1844.2888164302378,3680.2431106567383,0.04675712585449219,"Stereo-Typical A's, B's & Rarities","Friday Night, Saturday Morning_preview_30s.wav"
[129.19921875],1384.1586,1.3504872,2246.287335521362,4637.2173500061035,0.05627899169921875,"Stereo-Typical A's, B's & Rarities",Gangsters_preview_30s.wav
[126.04801829],1814.8922,1.3997109,4003.0759200386383,8843.669700622559,0.09375247955322266,"Stereo-Typical A's, B's & Rarities",Ghost Dub 91  Let Us Unite_preview_30s.wav
[126.04801829],1815.4156,1.4002926,4092.5694916224093,8976.847515106201,0.09969596862792969,"Stereo-Typical A's, B's & Rarities",Ghost Dub 91_preview_30s.wav
[147.65625],1575.1049,1.2879937,2396.249412814438,4900.435523986816,0.061565399169921875,"Stereo-Typical A's, B's & Rarities",Ghost Town - Extended Version_preview_30s.wav
[147.65625],1577.297,1.2813232,2518.376967529183,5060.412082672119,0.06860523223876953,"Stereo-Typical A's, B's & Rarities",Ghost Town_preview_30s.wav
[107.66601562],1381.0277,1.2281837,2447.6032031061463,5172.5445556640625,0.05580844879150391,"Stereo-Typical A's, B's & Rarities",International Jet Set_preview_30s.wav
[135.99917763],1375.4292,1.3172632,3401.961224121169,7468.446636199951,0.08809242248535157,"Stereo-Typical A's, B's & Rarities",Jungle Music_preview_30s.wav
[126.04801829],1558.8125,1.4841936,3834.406581902686,8958.88916015625,0.08148212432861328,"Stereo-Typical A's, B's & Rarities",Let Us Unite_preview_30s.wav
[92.28515625],1187.2416,1.260545,2406.4520046604384,5187.962665557861,0.053107833862304686,"Stereo-Typical A's, B's & Rarities",Maggie's Farm_preview_30s.wav
[129.19921875],1721.3839,1.2592783,3092.262708330543,6150.580959320068,0.08631134033203125,"Stereo-Typical A's, B's & Rarities",Nelson Mandela - Edit_preview_30s.wav
[126.04801829],1375.8153,1.3600938,2736.382747690675,5949.825897216797,0.05493736267089844,"Stereo-Typical A's, B's & Rarities",Nelson Mandela - Special 70th Birthday Remake_preview_30s.wav
[126.04801829],1672.8777,1.4170918,3335.5432868945345,7162.90225982666,0.07665252685546875,"Stereo-Typical A's, B's & Rarities",Nelson Mandela - The Whole World Is Watching Dance Mix_preview_30s.wav
[129.19921875],1664.0773,1.2542483,2917.661693928626,5797.949523925781,0.07916316986083985,"Stereo-Typical A's, B's & Rarities",Nelson Mandela_preview_30s.wav
[156.60511364],1946.7443,1.200301,3334.501926999784,6361.328773498535,0.1005014419555664,"Stereo-Typical A's, B's & Rarities",Nite Klub_preview_30s.wav
[161.49902344],1084.9471,1.2996851,2423.9187681730386,5311.845874786377,0.04881572723388672,"Stereo-Typical A's, B's & Rarities",Racist Friend - Edit_preview_30s.wav
[156.60511364],1199.3214,1.2416557,2256.608924747575,4788.614273071289,0.045017051696777347,"Stereo-Typical A's, B's & Rarities",Racist Friend - Instrumental_preview_30s.wav
[89.10290948],1464.6132,1.0602582,2552.716362615419,5421.269874572754,0.06620769500732422,"Stereo-Typical A's, B's & Rarities",Racquel_preview_30s.wav
[132.51201923],1626.992,1.3808564,3319.805515724619,7019.353179931641,0.09484825134277344,"Stereo-Typical A's, B's & Rarities",Rasta Call You_preview_30s.wav
[151.99908088],1545.5845,1.244128,3004.8294056447658,6385.528392791748,0.07583904266357422,"Stereo-Typical A's, B's & Rarities",Rat Race_preview_30s.wav
[143.5546875],1625.6562,1.2964687,3340.1102247803187,6899.59997177124,0.09439754486083984,"Stereo-Typical A's, B's & Rarities",Rude Boys Outa Jail_preview_30s.wav
[101.33272059],1974.1177,1.2378906,3301.580026812283,6328.061656951904,0.10437374114990235,"Stereo-Typical A's, B's & Rarities",Rude Buoys Outa Jail - Alternate Version_preview_30s.wav
[123.046875],1423.819,1.2289628,2646.299107068494,5784.163227081299,0.062390899658203124,"Stereo-Typical A's, B's & Rarities",Stereotype_preview_30s.wav
[143.5546875],1328.0671,1.3356664,2090.769571631861,4252.597332000732,0.04787425994873047,"Stereo-Typical A's, B's & Rarities",The Boiler_preview_30s.wav
[139.67483108],1503.9297,1.135584,2197.7253967709444,4364.990558624268,0.05317878723144531,"Stereo-Typical A's, B's & Rarities",The Guns of Navarone - Live_preview_30s.wav
[151.99908088],1458.1599,1.1637751,2294.6762543235373,4641.902503967285,0.053886795043945314,"Stereo-Typical A's, B's & Rarities",The Skinhead Symphony - Live_preview_30s.wav
[143.5546875],1384.3744,1.29356,1852.4252013041412,3694.5509147644043,0.042951011657714845,"Stereo-Typical A's, B's & Rarities",Theme from The Boiler_preview_30s.wav
[156.60511364],1585.3274,1.1365521,2251.974005844297,4300.4498291015625,0.05364360809326172,"Stereo-Typical A's, B's & Rarities",Too Much Too Young - Live_preview_30s.wav
[132.51201923],1322.8121,1.182317,2325.385919810473,4767.787628173828,0.07443599700927735,"Stereo-Typical A's, B's & Rarities",Version_preview_30s.wav
[132.51201923],1246.6433,1.2271866,2565.928758406032,5437.773056030273,0.06118698120117187,"Stereo-Typical A's, B's & Rarities",War Crimes (The Crime Remains the Same) - Edit_preview_30s.wav
[135.99917763],1535.8121,1.1879524,2587.440901066916,5334.194984436035,0.07335891723632812,"Stereo-Typical A's, B's & Rarities",War Crimes (The Crime Remains the Same)_preview_30s.wav
[86.1328125],1428.2239,1.2773592,2463.8364807121893,5146.124324798584,0.05877552032470703,"Stereo-Typical A's, B's & Rarities",What I Like Most About You Is Your Girlfriend - Edit_preview_30s.wav
[87.59269068],1315.9471,1.2017543,2700.3614617021112,5842.496337890625,0.059845352172851564,"Stereo-Typical A's, B's & Rarities",What I Like Most About You Is Your Girlfriend_preview_30s.wav
[147.65625],1501.146,1.3768678,2455.0303272192186,4951.871280670166,0.06698226928710938,"Stereo-Typical A's, B's & Rarities",Why - Edit_preview_30s.wav
[147.65625],1487.5967,1.3621261,2419.4175517139984,4857.285003662109,0.06493263244628907,"Stereo-Typical A's, B's & Rarities",Why_preview_30s.wav
[132.51201923],1242.008,1.3613498,2692.770442557709,5739.767818450928,0.05649776458740234,Sunroof,Sunroof_preview_30s.wav
[126.04801829],1052.611,1.0868489,1944.8739383436193,4251.621608734131,0.03948955535888672,Take Me Back To Eden,Aqua Regia_preview_30s.wav
[135.99917763],1280.4014,1.0020907,2356.126055418542,5225.0737953186035,0.05536670684814453,Take Me Back To Eden,Are You Really Okay_preview_30s.wav
[117.45383523],1494.7898,1.1141074,2714.2694146880017,5779.915466308594,0.06774349212646484,Take Me Back To Eden,Ascensionism_preview_30s.wav
[114.84375],1741.8247,1.0406077,2675.920613258598,5279.024562835693,0.08124713897705078,Take Me Back To Eden,Chokehold_preview_30s.wav
[112.34714674],1308.0779,1.2840564,2556.352210422473,5441.911468505859,0.05802021026611328,Take Me Back To Eden,DYWTYLM_preview_30s.wav
[135.99917763],1629.2056,1.0712507,2808.961352953701,5965.832805633545,0.07482185363769531,Take Me Back To Eden,Euclid_preview_30s.wav
[120.18531977],1208.924,1.1679974,2468.1872589065097,5164.326610565186,0.05789318084716797,Take Me Back To Eden,Granite_preview_30s.wav
[147.65625],1391.7268,1.1060882,2948.590027683532,6350.107955932617,0.07617015838623047,Take Me Back To Eden,Rain_preview_30s.wav
[117.45383523],1428.0315,0.97884196,2018.9759283100145,4173.244113922119,0.051215744018554686,Take Me Back To Eden,Take Me Back To Eden_preview_30s.wav
[139.67483108],1587.1373,1.1007255,2696.0528341339846,5720.673923492432,0.06968441009521484,Take Me Back To Eden,The Apparition_preview_30s.wav
[114.84375],1497.2557,1.0663977,2942.4567554267487,6104.89860534668,0.07692604064941407,Take Me Back To Eden,The Summoning_preview_30s.wav
[151.99908088],1534.1843,1.0969929,2757.5904345677473,5784.836139678955,0.07301597595214844,Take Me Back To Eden,Vore_preview_30s.wav
[151.99908088],1077.5625,1.1268103,3393.9068500482717,7698.607978820801,0.06672687530517578,TEKKNO,Arrow of Love_preview_30s.wav
[161.49902344],1391.8322,1.1893066,3638.5374384315714,7897.192897796631,0.08377819061279297,TEKKNO,Fuckboi (feat. Conquer Divide)_preview_30s.wav
[139.67483108],1591.7134,1.223079,3327.3814209607845,7074.700241088867,0.06736621856689454,TEKKNO,Hurrikan_preview_30s.wav
[178.20581897],1410.3911,1.1885151,3088.8881692293257,6680.91178894043,0.06358966827392579,TEKKNO,Mindreader_preview_30s.wav
[117.45383523],1345.8268,1.1283462,3251.2917183131663,7012.834339141846,0.07164363861083985,TEKKNO,Neon_preview_30s.wav
[103.359375],1540.0651,1.1734402,3421.605462221939,7369.747180938721,0.07669486999511718,TEKKNO,Parasite_preview_30s.wav
[172.265625],1309.7924,1.1747463,3418.5869048779086,7569.7283935546875,0.0653564453125,TEKKNO,Pump It_preview_30s.wav
[161.49902344],1331.3462,1.1183523,3509.5008423397426,7672.751312255859,0.07062149047851562,TEKKNO,Spaceman (feat. FiNCH)_preview_30s.wav
[143.5546875],1451.2056,1.1434914,3424.411638697488,7316.284275054932,0.0782247543334961,TEKKNO,Tekkno Train_preview_30s.wav
[151.99908088],1231.4277,1.1272818,3610.0728503143655,7941.386432647705,0.07186870574951172,TEKKNO,We Got the Moves_preview_30s.wav
[77.13386194],1602.6865,1.0058918,2795.02673740091,5680.6440353393555,0.07199459075927735,Ten,Alive_preview_30s.wav
[156.60511364],1369.5082,0.9773693,2472.648434068497,5167.741641998291,0.06203136444091797,Ten,Black_preview_30s.wav
[166.70866935],1800.0425,1.0337746,2703.338460153637,5213.272590637207,0.07539138793945313,Ten,Deep_preview_30s.wav
[107.66601562],1670.4265,1.0384223,2895.6022550899042,5870.380153656006,0.07491645812988282,Ten,Even Flow_preview_30s.wav
[166.70866935],1727.1279,0.9986416,2615.374282690667,5223.938255310059,0.06730003356933593,Ten,Garden_preview_30s.wav
[109.95678191],1672.6458,1.0427366,2949.527569563856,6146.602363586426,0.07737159729003906,Ten,Jeremy_preview_30s.wav
[87.59269068],1161.496,1.0186214,1600.5672910732458,3031.370315551758,0.036010360717773436,Ten,Oceans_preview_30s.wav
[114.84375],1586.0981,1.1051924,2686.939262006356,5519.885215759277,0.06677074432373047,Ten,Once_preview_30s.wav
[135.99917763],1827.6124,1.0846902,2714.5717509393617,5336.415596008301,0.07741336822509766,Ten,Porch_preview_30s.wav
[139.67483108],1049.177,0.9792816,2081.4977298502085,4322.655944824219,0.045069313049316405,Ten,Release_preview_30s.wav
[120.18531977],1616.25,1.0801309,2670.484638822363,5296.553936004639,0.06818408966064453,Ten,Why Go_preview_30s.wav
[161.49902344],1746.3036,1.1367054,3281.8330290726153,6787.248802185059,0.09202938079833985,That's The Spirit,Avalanche_preview_30s.wav
[151.99908088],1668.2861,1.1587971,2824.8974674413344,5704.347381591797,0.07589111328125,That's The Spirit,Blasphemy_preview_30s.wav
[147.65625],1742.7468,1.0917063,3316.535818275193,6810.296058654785,0.09322509765625,That's The Spirit,Doomed_preview_30s.wav
[143.5546875],1622.0205,1.1161556,3039.913629927122,6285.979385375977,0.0766998291015625,That's The Spirit,Drown_preview_30s.wav
[178.20581897],1370.3453,1.1046884,2983.405278000221,6604.754905700684,0.07030467987060547,That's The Spirit,Follow You_preview_30s.wav
[172.265625],1645.5809,1.0836477,2921.0102226039635,6025.907077789307,0.07832832336425781,That's The Spirit,Happy Song_preview_30s.wav
[114.84375],1440.8015,1.1755549,3059.4061906756588,6607.497024536133,0.07391128540039063,That's The Spirit,Oh No_preview_30s.wav
[135.99917763],1558.4343,1.1906649,2997.170938047322,6410.140171051025,0.07671985626220704,That's The Spirit,Run_preview_30s.wav
[143.5546875],1663.5094,1.1974938,3167.3969545214104,6460.860958099365,0.08858623504638671,That's The Spirit,Throne_preview_30s.wav
[161.49902344],1565.6981,1.1594422,3188.4973309862703,6705.691795349121,0.08224277496337891,That's The Spirit,True Friends_preview_30s.wav
[147.65625],1702.7217,1.1429747,3288.3853040127347,6820.869197845459,0.08768901824951172,That's The Spirit,What You Need_preview_30s.wav
[120.18531977],977.6649,1.3391424,2462.969759905537,5602.611408233643,0.04767818450927734,The Beginning Cupid,Cupid - Instrumental_preview_30s.wav
[120.18531977],1034.8892,1.2643875,2921.9965931124607,6866.038455963135,0.056591033935546875,The Beginning Cupid,Cupid - Twin Ver._preview_30s.wav
[120.18531977],1085.0425,1.3411944,2928.471406380281,6662.827262878418,0.058297157287597656,The Beginning Cupid,Cupid_preview_30s.wav
[120.18531977],1646.1866,1.0284338,1850.477121307506,3236.9955825805664,0.059647560119628906,The Black Parade,Blood - Hidden Track_preview_30s.wav
[74.89809783],1416.1245,1.0949491,3069.318401588298,6519.109954833984,0.07283229827880859,The Black Parade,Cancer_preview_30s.wav
[99.38401442],1696.5221,1.1311455,2979.583230737351,6112.931499481201,0.07946186065673828,The Black Parade,Dead!_preview_30s.wav
[172.265625],1601.6338,1.0450581,2972.1658015649173,5974.824600219727,0.0751302719116211,The Black Parade,Disenchanted_preview_30s.wav
[129.19921875],1740.7603,1.1969514,2911.436288144717,5749.668045043945,0.07971019744873047,The Black Parade,Famous Last Words_preview_30s.wav
[105.46875],1822.7357,1.133009,3253.923058080202,6586.132049560547,0.0937734603881836,The Black Parade,House of Wolves_preview_30s.wav
[84.72079918],1689.0796,1.0098915,2593.5732312662517,4984.263610839844,0.07320499420166016,The Black Parade,I Don't Love You_preview_30s.wav
[103.359375],1728.5231,1.0424678,3160.1846360554605,6373.4748458862305,0.08779964447021485,The Black Parade,Mama_preview_30s.wav
[161.49902344],1836.5726,1.0426098,2985.6235454875305,5987.231426239014,0.08579216003417969,The Black Parade,Sleep_preview_30s.wav
[114.84375],1854.3414,1.1072019,3150.4216841934613,6187.178993225098,0.09192447662353516,The Black Parade,Teenagers_preview_30s.wav
[172.265625],1612.1802,1.0291326,2619.0589499158477,5242.73775100708,0.06878833770751953,The Black Parade,The End._preview_30s.wav
[77.13386194],1707.6647,1.1437557,3196.2076158256314,6652.817687988281,0.08619899749755859,The Black Parade,The Sharpest Lives_preview_30s.wav
[82.03125],1726.966,1.1125818,2975.8383444475176,6051.654396057129,0.0810434341430664,The Black Parade,This Is How I Disappear_preview_30s.wav
[97.50884434],1699.9368,1.1467474,2995.076046545955,6135.061912536621,0.0760305404663086,The Black Parade,Welcome to the Black Parade_preview_30s.wav
[120.18531977],789.10876,0.949066,1650.0312440675948,3480.446949005127,0.0275360107421875,The Colour And The Shape,Doll_preview_30s.wav
[143.5546875],1944.5278,1.0733792,3073.6862123159676,5922.8925704956055,0.09135646820068359,The Colour And The Shape,Enough Space_preview_30s.wav
[105.46875],1746.0737,1.0678078,3011.050565379577,6183.999481201172,0.0750417709350586,The Colour And The Shape,Everlong_preview_30s.wav
[135.99917763],1611.0635,1.0260605,2843.380692613603,5877.6728439331055,0.07112445831298828,The Colour And The Shape,February Stars_preview_30s.wav
[84.72079918],1899.398,1.0340989,3019.9840161692327,5872.718524932861,0.08176918029785156,The Colour And The Shape,"Hey, Johnny Park!_preview_30s.wav"
[87.59269068],1893.6285,1.0567303,3249.5107387723388,6494.792575836182,0.09253139495849609,The Colour And The Shape,Monkey Wrench_preview_30s.wav
[151.99908088],1828.6436,1.0610392,2785.644766371569,5520.684299468994,0.07486991882324219,The Colour And The Shape,My Hero_preview_30s.wav
[126.04801829],1935.6647,1.0700163,3568.3392340929668,7024.7112464904785,0.10032997131347657,The Colour And The Shape,My Poor Brain_preview_30s.wav
[69.83741554],1654.8472,1.0611849,3128.50069922196,6439.5464515686035,0.08377532958984375,The Colour And The Shape,New Way Home_preview_30s.wav
[166.70866935],1270.2769,1.218202,3095.024974220128,6969.843635559082,0.06468391418457031,The Colour And The Shape,See You_preview_30s.wav
[79.50721154],2005.5234,1.0818831,3505.9955225666463,6841.46032333374,0.09360713958740234,The Colour And The Shape,The Colour And The Shape_preview_30s.wav
[83.35433468],1814.7656,1.036549,3109.2148497016046,6199.552173614502,0.08641738891601562,The Colour And The Shape,Up In Arms_preview_30s.wav
[109.95678191],725.81305,0.98052216,1899.5163481084055,4166.952381134033,0.03310260772705078,The Colour And The Shape,Walking After You_preview_30s.wav
[129.19921875],2010.87,1.0466917,3468.394722947106,6434.608955383301,0.11405811309814454,The Colour And The Shape,Wind Up_preview_30s.wav
[172.265625],1477.4446,1.2219992,2918.5351092752744,6155.728740692139,0.06543464660644531,The Death of Me,Above My Head_preview_30s.wav
[139.67483108],1506.4395,1.1684949,2858.471615053239,5923.918762207031,0.06677703857421875,The Death of Me,All of This Is Fleeting_preview_30s.wav
[87.59269068],1460.0566,1.1362649,2920.8990900313565,6033.704452514648,0.06590766906738281,The Death of Me,Creatures of Habit_preview_30s.wav
[103.359375],1499.4218,1.2132475,3025.758760054171,6314.309005737305,0.0682973861694336,The Death of Me,Hypermania_preview_30s.wav
[129.19921875],1599.158,1.1313018,2939.236472986408,5936.300354003906,0.06858158111572266,The Death of Me,Landmine_preview_30s.wav
[101.33272059],1476.2058,1.142512,2904.228258687657,6011.582450866699,0.06606941223144532,The Death of Me,Martyr (Waves)_preview_30s.wav
[120.18531977],1625.8384,1.1747662,2928.1150949047646,5940.8256912231445,0.07317218780517579,The Death of Me,Masochist_preview_30s.wav
[114.84375],1501.3373,1.2354826,2946.4205883122013,6097.025527954102,0.06608943939208985,The Death of Me,Pray for Rain_preview_30s.wav
[84.72079918],1581.6517,1.1407137,2891.4377723260404,5888.885250091553,0.0708169937133789,The Death of Me,The Descent_preview_30s.wav
[99.38401442],1583.7859,1.19539,2879.7383215816544,5874.2157554626465,0.06639041900634765,The Death of Me,Vagabond_preview_30s.wav
[95.703125],1452.8397,1.2926573,2779.504473244492,5631.958808898926,0.06075077056884766,The Death We Seek,Beyond This Road_preview_30s.wav
[99.38401442],1657.8837,1.2811654,2865.117220300398,5684.395523071289,0.06894416809082031,The Death We Seek,Gone Astray_preview_30s.wav
[90.66611842],1785.3157,1.1890886,2977.6119934631943,5717.0654296875,0.07832927703857422,The Death We Seek,Guide Us Home_preview_30s.wav
[132.51201923],1604.3243,1.2323371,2817.5300465235678,5769.914302825928,0.0620361328125,The Death We Seek,Living In Tragedy_preview_30s.wav
[151.99908088],1666.8038,1.3132187,2889.57017826239,5767.752571105957,0.06964492797851562,The Death We Seek,Over And Over_preview_30s.wav
[112.34714674],1604.1078,1.262358,2909.345106476553,5822.754764556885,0.06750526428222656,The Death We Seek,Remember Me_preview_30s.wav
[112.34714674],1568.0803,1.28921,2939.704933037935,5923.767356872559,0.06558284759521485,The Death We Seek,So Alone_preview_30s.wav
[112.34714674],1658.6552,1.2596318,2824.1814651272234,5631.319541931152,0.06290302276611329,The Death We Seek,The Death We Seek_preview_30s.wav
[132.51201923],1802.7975,1.2340107,2887.8766528647966,5483.203067779541,0.07407379150390625,The Death We Seek,Unfamiliar_preview_30s.wav
[107.66601562],1380.2152,1.2938149,2946.2105494133666,6078.806419372559,0.0637481689453125,The Death We Seek,Vengeance_preview_30s.wav
[92.28515625],1448.2836,1.1352752,2839.9890385550293,5893.856391906738,0.06948719024658204,The Emptiness Machine,The Emptiness Machine_preview_30s.wav
[80.74951172],1869.0642,1.069925,2830.587864412685,5379.4904136657715,0.08307914733886719,The End of Heartache (Special Edition),A Bid Farewell_preview_30s.wav
[143.5546875],1275.1603,1.0273925,1563.6664758518273,3101.3027572631836,0.038123703002929686,The End of Heartache (Special Edition),And Embers Rise_preview_30s.wav
[92.28515625],1817.8291,1.1423801,2761.3712570279927,5381.551208496094,0.07843475341796875,The End of Heartache (Special Edition),Breathe Life_preview_30s.wav
[90.66611842],1799.0211,1.2414514,3104.6039104127894,6200.805473327637,0.07780113220214843,The End of Heartache (Special Edition),Declaration_preview_30s.wav
[90.66611842],1697.1777,1.1363612,2903.7821654802333,5861.57341003418,0.07766189575195312,The End of Heartache (Special Edition),Fixation on the Darkness - Live_preview_30s.wav
[95.703125],1842.8976,1.1237234,2902.5912354313323,5691.780738830566,0.07977275848388672,The End of Heartache (Special Edition),Hope Is..._preview_30s.wav
[103.359375],1380.6495,0.9129038,1711.7277740557088,3469.3775367736816,0.044342994689941406,The End of Heartache (Special Edition),Inhale_preview_30s.wav
[97.50884434],1798.4049,1.1588535,3028.223549135578,6074.062385559082,0.07946529388427734,The End of Heartache (Special Edition),Irreversal_preview_30s.wav
[129.19921875],1620.07,1.2665049,3042.504607217708,6287.905597686768,0.07448997497558593,The End of Heartache (Special Edition),Life to Lifeless - Live_preview_30s.wav
[93.96306818],1655.0496,1.1942608,3137.876444439676,6490.031719207764,0.08080844879150391,The End of Heartache (Special Edition),My Last Serenade - Live_preview_30s.wav
[109.95678191],1804.9006,1.1130638,2730.8542213031724,5313.099174499512,0.0734323501586914,The End of Heartache (Special Edition),My Life for Yours_preview_30s.wav
[90.66611842],1820.9548,1.137033,2958.4223850779804,5793.197078704834,0.0786428451538086,The End of Heartache (Special Edition),Rose of Sharyn_preview_30s.wav
[92.28515625],1860.3997,1.0948948,2706.4816955057818,5160.297546386719,0.07680778503417969,The End of Heartache (Special Edition),Take This Oath_preview_30s.wav
[117.45383523],1814.1893,1.0550389,3015.10996755475,5913.934421539307,0.07913551330566407,The End of Heartache (Special Edition),The End of Heartache - Alternate Version_preview_30s.wav
[123.046875],1961.1725,1.1100247,2886.438321228805,5332.310829162598,0.08781795501708985,The End of Heartache (Special Edition),The End of Heartache_preview_30s.wav
[68.90625],1802.8066,1.1139193,2755.8966483635895,5406.676082611084,0.0749898910522461,The End of Heartache (Special Edition),Wasted Sacrifice_preview_30s.wav
[90.66611842],1897.5852,1.0558001,2829.7130302672754,5403.7152671813965,0.08331928253173829,The End of Heartache (Special Edition),When Darkness Falls_preview_30s.wav
[95.703125],1915.6879,1.1454856,2904.942674208078,5567.6535987854,0.08416156768798828,The End of Heartache (Special Edition),World Ablaze_preview_30s.wav
[120.18531977],1944.2817,1.0845416,3508.6440680375044,6758.246269226074,0.10262489318847656,The Essentials Ratt,Back for More_preview_30s.wav
[103.359375],1728.4246,1.1424692,3100.626650404709,6130.679569244385,0.08753509521484375,The Essentials Ratt,Body Talk_preview_30s.wav
[129.19921875],1807.7318,1.0693533,3228.6634786135646,6237.613792419434,0.09957675933837891,The Essentials Ratt,Dance_preview_30s.wav
[101.33272059],1721.9169,1.1433247,3243.256246427862,6719.965953826904,0.08853511810302735,The Essentials Ratt,Givin' Yourself Away_preview_30s.wav
[126.04801829],1784.2191,1.2146839,3335.449545373187,6597.9584884643555,0.0929962158203125,The Essentials Ratt,"Heads I Win, Tails You Lose_preview_30s.wav"
[99.38401442],1906.4839,1.1663615,3011.915081182912,5722.616958618164,0.09316177368164062,The Essentials Ratt,Lay It Down_preview_30s.wav
[99.38401442],1832.0725,1.1414913,3159.1917215019234,6097.067584991455,0.09783649444580078,The Essentials Ratt,Lovin' You's a Dirty Job_preview_30s.wav
[129.19921875],1771.1439,1.0948267,3644.659248989494,7357.256240844727,0.10336456298828126,The Essentials Ratt,One Step Away_preview_30s.wav
[126.04801829],1928.7844,1.066435,3482.321621263829,6797.039680480957,0.10297870635986328,The Essentials Ratt,Round and Round_preview_30s.wav
[112.34714674],1896.1133,1.0856317,3442.0054827511026,6928.737087249756,0.0957406997680664,The Essentials Ratt,Wanted Man_preview_30s.wav
[89.10290948],2007.714,1.0879605,3217.3212354752386,5990.427761077881,0.10192928314208985,The Essentials Ratt,Way Cool Jr._preview_30s.wav
[147.65625],1964.8976,1.1230569,3282.5644413411196,5967.616024017334,0.11187267303466797,The Essentials Ratt,You're in Love_preview_30s.wav
[143.5546875],1093.8617,1.3112648,3168.6424375677702,7213.639869689941,0.06652755737304687,The Lockdown Sessions,One Of Me_preview_30s.wav
[117.45383523],1395.6986,0.93043804,1962.6917878952704,3802.1580505371094,0.056215095520019534,The New Abnormal,At The Door_preview_30s.wav
[151.99908088],1353.6163,1.1562195,2589.377973560084,5353.574867248535,0.05807571411132813,The New Abnormal,Bad Decisions_preview_30s.wav
[120.18531977],1546.4076,1.0680802,3234.026176972261,7107.672958374023,0.07452392578125,The New Abnormal,Brooklyn Bridge To Chorus_preview_30s.wav
[93.96306818],1189.7732,1.1815422,2223.440883306791,4403.287696838379,0.052235984802246095,The New Abnormal,Eternal Summer_preview_30s.wav
[178.20581897],1538.3666,1.0504892,2467.950743098746,5091.996917724609,0.05886154174804688,The New Abnormal,Not The Same Anymore_preview_30s.wav
[92.28515625],1332.1012,1.1029577,2048.9168442494415,4028.2482719421387,0.05122222900390625,The New Abnormal,Ode To The Mets_preview_30s.wav
[123.046875],1260.9052,1.0625544,2101.4971561934412,4326.6008949279785,0.04716167449951172,The New Abnormal,Selfless_preview_30s.wav
[166.70866935],1202.4874,1.1183784,2674.043708555767,5903.20987701416,0.05766563415527344,The New Abnormal,The Adults Are Talking_preview_30s.wav
[109.95678191],1497.593,1.0494889,2693.2874208118083,5661.752014160156,0.06320762634277344,The New Abnormal,Why Are Sundays So Depressing_preview_30s.wav
[156.60511364],1146.8208,1.1472417,2510.21893344906,5560.428199768066,0.05186538696289063,The Number of the Beast (2015 Remaster),22 Acacia Avenue - 2015 Remaster_preview_30s.wav
[139.67483108],1271.2933,1.1010648,2253.8933185718415,4807.161426544189,0.05068206787109375,The Number of the Beast (2015 Remaster),Children of the Damned - 2015 Remaster_preview_30s.wav
[123.046875],1514.7451,1.0946772,2562.6563747228383,5403.109645843506,0.06305313110351562,The Number of the Beast (2015 Remaster),Gangland - 2015 Remaster_preview_30s.wav
[103.359375],1213.0365,1.1796653,2310.306107470703,4875.865802764893,0.04681968688964844,The Number of the Beast (2015 Remaster),Hallowed Be Thy Name - 2015 Remaster_preview_30s.wav
[112.34714674],1651.3607,1.1147196,2387.3333332391426,4740.761775970459,0.06191749572753906,The Number of the Beast (2015 Remaster),Invaders - 2015 Remaster_preview_30s.wav
[178.20581897],1503.119,1.1979785,2216.231026397898,4295.75626373291,0.055389785766601564,The Number of the Beast (2015 Remaster),Run to the Hills - 2015 Remaster_preview_30s.wav
[105.46875],1372.9775,1.0984628,2375.780730634697,4950.037593841553,0.05279197692871094,The Number of the Beast (2015 Remaster),The Number of the Beast - 2015 Remaster_preview_30s.wav
[107.66601562],1324.2578,1.0856223,2521.624097967412,5469.4756507873535,0.05550460815429688,The Number of the Beast (2015 Remaster),The Prisoner - 2015 Remaster_preview_30s.wav
[117.45383523],1858.7336,1.2028449,3142.719222504328,6172.072105407715,0.09089584350585937,The Poison,10 Years Today_preview_30s.wav
[92.28515625],1933.8872,1.1138542,3094.6769736799047,5997.779331207275,0.08836383819580078,The Poison,4 Words (To Choke Upon)_preview_30s.wav
[93.96306818],1929.184,1.181968,3159.0121480170496,6123.176593780518,0.09481620788574219,The Poison,All These Things I Hate (Revolve Around Me)_preview_30s.wav
[86.1328125],1916.0852,1.1383741,3173.9831909885756,6156.771755218506,0.09156780242919922,The Poison,Cries In Vain_preview_30s.wav
[93.96306818],1956.4414,1.1398089,3174.3885743963847,5959.339199066162,0.09292144775390625,The Poison,Hand Of Blood_preview_30s.wav
[129.19921875],1877.3752,1.2236755,3436.870236185493,6717.16495513916,0.10005779266357422,The Poison,Her Voice Resides_preview_30s.wav
[99.38401442],1742.0538,1.2275649,2588.519808355014,5216.923141479492,0.06496505737304688,The Poison,Hit The Floor_preview_30s.wav
[161.49902344],1173.4763,0.9769985,1251.0192360926292,2483.9475059509277,0.035350990295410153,The Poison,Intro (feat. Apocalyptica)_preview_30s.wav
[126.04801829],1766.8497,1.2244475,3304.790861789445,6609.13724899292,0.08992633819580079,The Poison,Room 409_preview_30s.wav
[147.65625],1847.397,1.1398808,3210.6081258803615,6267.255592346191,0.09219989776611329,The Poison,Spit You Out_preview_30s.wav
